,index,Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length
266,110,171162119680585_863136577149799,https://www.facebook.com/TarletonCOGS/posts/863136577149799,The deadline for the Pathways Student Research Symposium has been extended to the 10th!  Please register as soon as possible to attend and/or present. #tamuspathways,Link,,,10/4/16 6:32 AM, ,503,49,0,795,86,0,24,12,17,0,0,88,51,0,0,5,0,0,0,0,0,0,0,0,0,0
267,111,171162119680585_863117003818423,https://www.facebook.com/TarletonCOGS/posts/863117003818423,Job fairs are an excellent opportunity to speak to employers about career trends and potential employment opportunities.  Don't miss Tarleton's fall job fair on Wednesday!,Link,,,10/3/16 5:29 PM, ,144,56,0,225,97,0,6,0,0,0,0,99,59,0,0,3,0,0,0,0,0,0,0,0,0,0
268,112,171162119680585_863085733821550,https://www.facebook.com/TarletonCOGS/posts/863085733821550,Fall 2016 Events,Photo,,,10/3/16 10:02 AM, ,367,324,0,866,801,0,23,21,276,0,0,691,277,0,0,21,0,0,0,0,0,0,0,0,0,0
269,1,171162119680585_976514199145369,https://www.facebook.com/TarletonCOGS/posts/976514199145369,Graduating in August? Applications open April 3.,Link,,,3/30/17 3:01 PM, ,15,15,0,40,40,0,1,1,1,0,0,40,15,0,0,1,0,0,0,0,0,0,0,0,0,0
270,2,171162119680585_976476115815844,https://www.facebook.com/TarletonCOGS/posts/976476115815844:0,"Don't miss the ""Gateway to Goals"" webinar! Today at noon!",Photo,,,3/30/17 6:20 AM, ,579,569,0,1043,1030,0,8,8,11,0,0,957,513,0,0,6,0,0,0,0,0,0,0,0,0,0
271,3,171162119680585_976511762478946,https://www.facebook.com/TarletonCOGS/posts/976511762478946,Applying to Tarleton's Ed.D. program?  Applications are due soon! See requirements and deadline in the link below.,Link,,,3/29/17 3:56 PM, ,429,175,0,684,295,0,18,17,20,0,0,321,188,0,0,8,0,0,0,0,0,0,0,0,0,0
272,4,171162119680585_976509882479134,https://www.facebook.com/TarletonCOGS/posts/976509882479134,"Upcoming Deadline!  Submission of the defended, final, committee-approved thesis/dissertations is April 1st. Forms and more in the link below.",Link,,,3/29/17 5:52 AM, ,20,20,0,32,32,0,1,1,2,0,0,31,19,0,0,1,0,0,0,0,0,0,0,0,0,0
273,5,171162119680585_976473132482809,https://www.facebook.com/TarletonCOGS/posts/976473132482809,The College of Graduate Studies ?Gateway to Goals? webinar series continues on Thursday with an info session discussing what to expect as an online graduate student. Click the link to learn more and register.,Link,,,3/28/17 2:09 PM, ,11,11,0,16,16,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0
274,6,171162119680585_976507492479373,https://www.facebook.com/TarletonCOGS/posts/976507492479373,Want to learn more about Tarleton's MSW program? Attend Thursday's info session in Waco! More information in the link below.,Link,,,3/28/17 6:48 AM, ,15,15,0,20,20,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0
275,7,171162119680585_976467802483342,https://www.facebook.com/TarletonCOGS/posts/976467802483342,Learn what it means to be an online grad student at Tarleton! Sign up for this Thursday's Gateway to Goals webinar!,Link,,,3/27/17 2:03 PM, ,37,37,0,58,58,0,0,0,0,1,2,58,37,0,0,0,0,0,0,0,0,0,0,0,0,0
276,8,171162119680585_976463392483783,https://www.facebook.com/TarletonCOGS/posts/976463392483783,Quote of the Week. Graduate Level Humor. National Athletic Training Month. Week of Service. Registration begins! Faculty Spotlight. All in the most recent issue of The COGS Connection!,Link,,,3/27/17 6:48 AM, ,144,144,0,249,249,0,2,2,2,0,0,249,144,0,0,2,0,0,0,0,0,0,0,0,0,0
277,9,171162119680585_972607982869324,https://www.facebook.com/TarletonCOGS/posts/972607982869324,"Traveler, academic, and entrepreneur, Dr. Brian Martinson talks about how his life and work experiences enriched his educational journey in our most recent Faculty Spotlight. Tarleton Coba",Link,,,3/24/17 6:05 AM, ,284,212,0,418,331,0,12,11,12,1,1,334,215,0,0,9,0,0,0,0,0,0,0,0,0,0
278,10,171162119680585_971883849608404,https://www.facebook.com/TarletonCOGS/posts/971883849608404,Summer and fall registration starts Monday! See detailed instructions on registering through myGateway.,Link,,,3/23/17 4:11 PM, ,150,139,0,253,238,0,5,2,2,0,0,238,139,0,0,5,0,0,0,0,0,0,0,0,0,0
279,11,171162119680585_971873046276151,https://www.facebook.com/TarletonCOGS/posts/971873046276151,Visit with us at this Saturday's open house at Fort Worth and learn more about graduate studies at Tarleton!,Link,,,3/23/17 6:05 AM, ,20,17,0,31,28,0,0,0,0,0,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0
280,12,171162119680585_971870952943027,https://www.facebook.com/TarletonCOGS/posts/971870952943027:0,Learn about Tarleton's graduate business programs on Saturday! Info session starts at 9:30. Info: Email ekpo@tarleton.edu.,Photo,,,3/22/17 2:03 PM, ,281,278,0,476,469,0,5,3,4,0,0,443,258,0,0,4,0,0,0,0,0,0,0,0,0,0
281,13,171162119680585_971869399609849,https://www.facebook.com/TarletonCOGS/posts/971869399609849:0,Learn about Tarleton's Master of Criminal Justice program on Saturday! Info session starts at 12:30. Info: Email deadmon@tarleton.edu.,Photo,,,3/22/17 5:57 AM, ,353,344,0,652,643,0,8,4,4,0,0,609,323,0,0,7,0,0,0,0,0,0,0,0,0,0
282,14,171162119680585_971867062943416,https://www.facebook.com/TarletonCOGS/posts/971867062943416:0,Learn about Tarleton's Master of Social Work program on Saturday! Info session starts at 12:30. Info: Email ekpo@tarleton.edu.,Photo,,,3/21/17 4:26 PM, ,473,473,0,885,885,0,2,2,3,0,0,815,428,0,0,2,0,0,0,0,0,0,0,0,0,0
283,15,171162119680585_971860889610700,https://www.facebook.com/TarletonCOGS/posts/971860889610700:0,Learn about Tarleton's Master of Public Administration program on Saturday! Info session starts at 12:30. Email deadmon@tarleton.edu for info.,Photo,,,3/21/17 6:52 AM, ,603,597,0,1150,1144,0,4,2,3,0,0,1058,538,0,0,4,0,0,0,0,0,0,0,0,0,0
284,16,171162119680585_971855502944572,https://www.facebook.com/TarletonCOGS/posts/971855502944572:0,Learn more about Tarleton's Clinical Mental Health Counseling program at Saturday's info session.  Session starts at 12:30! Email tsanders@tarleton.edu for more info.,Photo,,,3/20/17 3:30 PM, ,478,475,0,788,785,0,6,4,7,0,0,744,446,0,0,5,0,0,0,0,0,0,0,0,0,0
285,17,171162119680585_971906902939432,https://www.facebook.com/TarletonCOGS/posts/971906902939432,Attend tonight's TMATE info session and learn more about the program. See the link for more and to RSVP.,Link,,,3/20/17 9:12 AM, ,24,23,0,32,31,0,0,0,0,0,0,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0
286,18,171162119680585_971853179611471,https://www.facebook.com/TarletonCOGS/posts/971853179611471,This Saturday!,Link,,,3/20/17 7:12 AM, ,68,64,0,101,96,0,7,3,4,0,0,96,64,0,0,5,0,0,0,0,0,0,0,0,0,0
287,19,171162119680585_967195220077267,https://www.facebook.com/TarletonCOGS/posts/967195220077267:0,Tarleton offices are closed today for Spring Break.,Photo,,,3/17/17 6:25 AM, ,636,584,0,1077,1021,0,9,2,3,0,0,945,530,0,0,9,0,0,0,0,0,0,0,0,0,0
288,20,171162119680585_967764700020319,https://www.facebook.com/TarletonCOGS/posts/967764700020319,March is National Athletic Training month!  Learn more about Tarleton's MSAT program in our recent program spotlight.,Link,,,3/16/17 3:14 PM, ,170,163,0,270,263,0,5,3,3,0,0,262,162,0,0,5,0,0,0,0,0,0,0,0,0,0
289,21,171162119680585_969140723216050,https://www.facebook.com/TarletonCOGS/posts/969140723216050,"Congratulations, Dr. Sadler! Tarleton State University Kinesiology Program",Link,,,3/16/17 8:41 AM, ,135,119,0,207,187,0,7,5,5,0,0,188,118,0,0,7,0,0,0,0,0,0,0,0,0,0
290,22,171162119680585_967214693408653,https://www.facebook.com/TarletonCOGS/posts/967214693408653,Program info sessions to be held after the open house on the 25th.  See complete schedule of events on the calendar.,Link,,,3/16/17 6:05 AM, ,17,17,0,26,26,0,2,2,2,0,0,26,17,0,0,2,0,0,0,0,0,0,0,0,0,0
291,23,171162119680585_967210973409025,https://www.facebook.com/TarletonCOGS/posts/967210973409025,Honor educators who have made a positive impact on the lives of students! Nominations open now for the 2017 Crystal Apple Awards. Tarleton State University - College of Education,Link,,,3/15/17 3:57 PM, ,366,254,0,522,388,0,15,13,15,0,0,387,253,0,0,12,0,0,0,0,0,0,0,0,0,0
292,24,171162119680585_967205936742862,https://www.facebook.com/TarletonCOGS/posts/967205936742862,The Rotary Club of Stephenville has six $500.00 study abroad scholarships to award! Deadline: March 30th. See more below.,Link,,,3/15/17 6:46 AM, ,172,159,0,237,222,0,5,3,4,0,0,222,159,0,0,4,0,0,0,0,0,0,0,0,0,0
293,25,171162119680585_967198323410290,https://www.facebook.com/TarletonCOGS/posts/967198323410290,Nominations Open for Outstanding Achievement in Law Enforcement Award.  Details via the link below.,Link,,,3/14/17 3:35 PM, ,26,25,0,50,49,0,0,0,0,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0
294,26,171162119680585_967196803410442,https://www.facebook.com/TarletonCOGS/posts/967196803410442,Are you interested in advancing your career? Explore what a graduate degree can do for you! Join us! Open house at Fort Worth - March 25th.,Link,,,3/14/17 6:31 AM, ,43,39,0,62,58,0,1,0,0,0,0,58,39,0,0,1,0,0,0,0,0,0,0,0,0,0
295,27,171162119680585_967188820077907,https://www.facebook.com/TarletonCOGS/posts/967188820077907:0,Happy Spring Break! March 13-17,Photo,,,3/13/17 3:14 PM, ,860,479,0,1341,798,0,53,23,39,0,0,794,468,0,0,34,0,0,0,0,0,0,0,0,0,0
296,28,171162119680585_967165843413538,https://www.facebook.com/TarletonCOGS/posts/967165843413538,Quote of the Week. Graduate Level Humor. Nominations Open for Outstanding Achievement in Law Enforcement Award. ... plus more in this week's issue of The COGS Connection.,Link,,,3/13/17 7:23 AM, ,192,176,0,270,253,0,6,5,6,0,0,252,175,0,0,6,0,0,0,0,0,0,0,0,0,0
297,29,171162119680585_961888583941264,https://www.facebook.com/TarletonCOGS/posts/961888583941264,30 Reasons to Go to Grad School in your 30's.,Link,,,3/10/17 6:01 AM, ,225,194,0,350,311,0,11,10,11,0,0,310,193,0,0,11,0,0,0,0,0,0,0,0,0,0
298,30,171162119680585_961883257275130,https://www.facebook.com/TarletonCOGS/posts/961883257275130,Want to learn more about grad school at Tarleton? Make plans to attend our upcoming open house at Fort Worth.,Link,,,3/9/17 2:51 PM, ,21,21,0,39,39,0,1,1,2,0,0,39,21,0,0,1,0,0,0,0,0,0,0,0,0,0
299,31,171162119680585_961882360608553,https://www.facebook.com/TarletonCOGS/posts/961882360608553,COGS spring graduation is May 12th! See graduation info here: http://www.tarleton.edu/graduation/index.html,Link,,,3/9/17 6:49 AM, ,283,233,0,423,360,0,12,7,9,1,1,358,230,0,0,12,0,0,0,0,0,0,0,0,0,0
300,32,171162119680585_961875120609277,https://www.facebook.com/TarletonCOGS/posts/961875120609277:0,"What are you doing over spring break? Tarleton Outdoor Pursuits is offering a guided hiking and camping trip to Big Bend National Park over Spring Break. Trip dates are March 11 - March 15. Trip price ($60) includes all food, transportation, and equipment. Deadline to sign-up is today! Email: meyers@tarleton.edu",Photo,,,3/8/17 10:34 AM, ,706,706,0,1836,1836,0,5,4,5,0,0,1783,674,0,0,5,0,0,0,0,0,0,0,0,0,0
301,33,171162119680585_963363727127083,https://www.facebook.com/TarletonCOGS/posts/963363727127083,Search for classes for summer and fall.  Course schedules are now posted. https://ssb01.tarleton.edu:9000/banprod/bwckschd.p_disp_dyn_sched,Link,,,3/8/17 9:00 AM, ,229,157,0,351,237,0,9,7,10,0,0,240,156,0,0,9,0,0,0,0,0,0,0,0,0,0
302,34,171162119680585_961873640609425,https://www.facebook.com/TarletonCOGS/posts/961873640609425,The Faculty Resource Fair is today! Stop by between 11 & 2 today.  More information in the link below.,Link,,,3/8/17 6:29 AM, ,90,90,0,136,136,0,1,1,1,0,0,136,90,0,0,1,0,0,0,0,0,0,0,0,0,0
303,35,171162119680585_961867710610018,https://www.facebook.com/TarletonCOGS/posts/961867710610018,Online student? Tarleton has resources for you! Check out this page for more info.,Link,,,3/7/17 3:16 PM, ,463,173,0,697,271,0,13,8,10,0,0,315,199,0,0,12,0,0,0,0,0,0,0,0,0,0
304,36,171162119680585_962706540526135,https://www.facebook.com/TarletonCOGS/posts/962706540526135,We've added program info sessions to our open house on March 25th!  See details in the link below.,Link,,,3/7/17 12:13 PM, ,28,28,0,44,44,0,1,1,1,0,0,44,28,0,0,1,0,0,0,0,0,0,0,0,0,0
305,37,171162119680585_961863830610406,https://www.facebook.com/TarletonCOGS/posts/961863830610406,Does your resume need some help? Check out these resources from Career Services.,Link,,,3/7/17 6:03 AM, ,129,129,0,194,194,0,2,2,2,0,0,194,129,0,0,2,0,0,0,0,0,0,0,0,0,0
306,38,171162119680585_961860227277433,https://www.facebook.com/TarletonCOGS/posts/961860227277433,Have you heard about the new Higher Ed master's program? Learn more about this concentration in our program spotlight.,Link,,,3/6/17 2:52 PM, ,1046,310,0,1678,480,0,76,65,84,0,0,609,379,0,0,33,0,0,0,0,0,0,0,0,0,0
307,39,171162119680585_1038172969617333,https://www.facebook.com/events/1038172969617333/,Are you interested in advancing your career?  Explore what a graduate degree can do for you! Join us!,Status,,,3/6/17 9:51 AM, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,40,171162119680585_961846327278823,https://www.facebook.com/TarletonCOGS/posts/961846327278823,Have you read the latest issue of The COGS Connection?,Link,,,3/6/17 7:16 AM, ,138,127,0,245,231,0,3,2,2,0,0,231,127,0,0,3,0,0,0,0,0,0,0,0,0,0
309,41,171162119680585_958875110909278,https://www.facebook.com/TarletonCOGS/posts/958875110909278,Challenges? What to Do When Life Throws You a Curve Ball.,Link,,,3/4/17 3:00 PM, ,191,185,0,283,277,0,5,3,3,0,0,276,184,0,0,5,0,0,0,0,0,0,0,0,0,0
310,42,171162119680585_958868430909946,https://www.facebook.com/TarletonCOGS/posts/958868430909946,Mark your calendars for our next COGS Open House! March 25th in Fort Worth.,Link,,,3/3/17 6:42 AM, ,372,94,0,584,138,0,15,4,4,1,1,149,100,0,0,7,0,0,0,0,0,0,0,0,0,0
311,43,171162119680585_958862300910559,https://www.facebook.com/TarletonCOGS/posts/958862300910559,Tarleton Round Up accepting job site applications for April 1 day of service. Volunteer and lend a helping hand!,Link,,,3/2/17 3:36 PM, ,98,90,0,145,133,0,2,1,1,0,0,143,96,0,0,2,0,0,0,0,0,0,0,0,0,0
312,44,171162119680585_958859330910856,https://www.facebook.com/TarletonCOGS/posts/958859330910856,Summer and fall registration begins March 27th!  Are you ready? Questions? Email gradinfo@tarleton.edu.,Status,,,3/2/17 6:16 AM, ,134,130,0,204,200,0,5,1,1,0,0,200,130,0,0,5,0,0,0,0,0,0,0,0,0,0
313,45,171162119680585_958846020912187,https://www.facebook.com/TarletonCOGS/posts/958846020912187,"Word Clouds, knitting, and growth mindset . . . learn more about the Math program's Dr. Eileen Faulkenberry in our Faculty Spotlight. Tarleton State University Mathematics Department",Link,,,3/1/17 2:38 PM, ,300,237,0,513,406,0,11,9,11,0,0,481,277,0,0,10,0,0,0,0,0,0,0,0,0,0
314,46,171162119680585_958843440912445,https://www.facebook.com/TarletonCOGS/posts/958843440912445,Have you read the latest issue of The COGS Connection?,Link,,,3/1/17 7:20 AM, ,136,136,0,220,220,0,5,5,5,0,0,219,135,0,0,4,0,0,0,0,0,0,0,0,0,0
315,47,171162119680585_954031061393683,https://www.facebook.com/TarletonCOGS/posts/954031061393683,"Get to know the College of Graduate Studies on our blog! Read spotlights, FAQ, get to know the staff, and find out the latest news at https://tarletongradstudies.wordpress.com/",Link,,,2/24/17 3:20 PM, ,172,172,0,274,274,0,4,4,6,0,0,274,172,0,0,4,0,0,0,0,0,0,0,0,0,0
316,48,171162119680585_954024288061027,https://www.facebook.com/TarletonCOGS/posts/954024288061027,Have you signed up for SALT Money? Check out all of these financial resources for grad students! Sign up with your Tarleton email.,Link,,,2/23/17 6:06 AM, ,530,155,0,746,233,0,19,12,13,1,1,250,168,0,0,11,0,0,0,0,0,0,0,0,0,0
317,49,171162119680585_954017451395044,https://www.facebook.com/TarletonCOGS/posts/954017451395044,"Listen to Nate Jones, Director of the Freedom of Information Act Project for the National Security Archive and editor of the Archive's blog, Unredacted, at this week's speaker symposium.",Link,,,2/22/17 1:52 PM, ,26,26,0,48,48,0,2,2,2,0,0,48,26,0,0,2,0,0,0,0,0,0,0,0,0,0
318,50,171162119680585_953999334730189,https://www.facebook.com/TarletonCOGS/posts/953999334730189,RSVP now for tomorrow's webinar! Learn about online graduate programs at Tarleton.,Link,,,2/22/17 6:16 AM, ,37,37,0,72,72,0,2,1,1,0,0,72,37,0,0,2,0,0,0,0,0,0,0,0,0,0
319,51,171162119680585_954007251396064,https://www.facebook.com/TarletonCOGS/posts/954007251396064,Are you interested in graduate school and wondering about online graduate education? Register for Thursday's webinar to learn more!,Link,,,2/21/17 3:36 PM, ,195,160,0,315,257,0,9,8,8,0,0,268,168,0,0,9,0,0,0,0,0,0,0,0,0,0
320,52,171162119680585_954002424729880,https://www.facebook.com/TarletonCOGS/posts/954002424729880:0,Thinking about applying to Tarleton's Ed.D. program? Learn more about the program during this week's webinar. Contact Phyllis McCann for connection information at mccann@tarleton.edu.,Photo,,,2/21/17 6:25 AM, ,605,584,0,1049,1022,0,11,6,7,0,0,1002,563,0,0,11,0,0,0,0,0,0,0,0,0,0
321,53,171162119680585_953997378063718,https://www.facebook.com/TarletonCOGS/posts/953997378063718,Learn what it means to be an online student at Tarleton at this week's webinar!,Link,,,2/20/17 3:13 PM, ,132,82,0,193,123,0,2,1,1,0,0,132,88,0,0,2,0,0,0,0,0,0,0,0,0,0
322,54,171162119680585_953991821397607,https://www.facebook.com/TarletonCOGS/posts/953991821397607,Read the latest news in the College of Graduate Studies in this week's issue of The COGS Connection!,Link,,,2/20/17 6:46 AM, ,163,146,0,268,244,0,3,1,1,0,0,244,146,0,0,3,0,0,0,0,0,0,0,0,0,0
323,55,171162119680585_949551748508281,https://www.facebook.com/TarletonCOGS/posts/949551748508281,Take care of yourself! Great self-care tips for grad students.,Link,,,2/17/17 3:19 PM, ,149,149,0,259,259,0,4,4,4,0,0,259,149,0,0,4,0,0,0,0,0,0,0,0,0,0
324,56,171162119680585_949536521843137,https://www.facebook.com/TarletonCOGS/posts/949536521843137,"Learn more about Portfolium, the new e-portfolio system, at the upcoming training!",Link,,,2/17/17 6:39 AM, ,14,14,0,20,20,0,1,1,1,0,0,20,14,0,0,1,0,0,0,0,0,0,0,0,0,0
325,57,171162119680585_949549265175196,https://www.facebook.com/TarletonCOGS/posts/949549265175196,Did you miss our workshop today? Check out these financial tips for graduate students.,Link,,,2/16/17 3:04 PM, ,154,149,0,236,229,0,2,1,1,0,0,229,149,0,0,2,0,0,0,0,0,0,0,0,0,0
326,58,171162119680585_949526001844189,https://www.facebook.com/TarletonCOGS/posts/949526001844189,Register now for tomorrow's Financial Awareness Workshop at Tarleton State University - FW! http://buff.ly/2lImcim,Link,,,2/15/17 6:08 AM, ,18,18,0,30,30,0,1,1,1,0,0,30,18,0,0,1,0,0,0,0,0,0,0,0,0,0
327,59,171162119680585_949532075176915,https://www.facebook.com/TarletonCOGS/posts/949532075176915,**Mark your calendars! Spring 17 graduation for COGS will be May 12th at 7 p.m.**,Status,,,2/14/17 3:25 PM, ,251,129,0,390,214,0,13,6,7,0,0,216,130,0,0,3,0,0,0,0,0,0,0,0,0,0
328,60,171162119680585_949522681844521,https://www.facebook.com/TarletonCOGS/posts/949522681844521,"Learn more about paying for grad school and budgeting at Thursday's Financial Awareness Workshop at Tarleton State University - FW.  To find out more and register, click the link below.",Link,,,2/14/17 5:59 AM, ,15,15,0,21,21,0,0,0,0,0,0,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0
329,61,171162119680585_949520645178058,https://www.facebook.com/TarletonCOGS/posts/949520645178058,"Learn more about the TMATE program by coming out to a short, one-hour informational session tonight! Learn more below.",Link,,,2/13/17 1:51 PM, ,12,12,0,20,20,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0
